,id,dist,baseh,basemu,basemed,basestd,scaledh,scaledmu,scaledmed,scaledstd,taille
0,norm_15_0_100.0,norm,3.7693509641227263,-0.0003678280082360518,-8.903858579313629e-05,0.07807158579212858,0.06522580302873612,0.5082493349122635,0.5090585343074364,0.2266064452861729,15
1,norm_15_0_200.0,norm,3.8205785981316676,-0.028487503398501035,-0.009077205972129219,0.23285786006945755,3.1019789990232347,0.49703152035498,0.5195107375011561,0.2696745075932432,15
2,norm_15_0_300.0,norm,3.878748880410854,-0.06100337066472196,-0.09882412557391955,0.3477654873238237,3.534670723077211,0.4858460944774711,0.4529348055413692,0.30262247442700424,15
3,norm_15_0_400.0,norm,3.752230783704805,0.07463667407526528,0.09492073865487738,0.4120565880809487,3.763057414288412,0.49119743073230693,0.503716313931924,0.2543123582343034,15
4,norm_15_0_500.0,norm,3.848368907045877,-0.04690386458343613,-0.15009686840008152,0.5499736843795682,3.8786134819081344,0.5026646725104017,0.44542914269745587,0.3050404004575062,15
5,norm_15_0_600.0,norm,3.8251710141591557,0.09335160546716016,0.1991845292930989,0.5075147720809676,3.851381390402398,0.5845940423583552,0.6379223187722142,0.25573221518630196,15
6,norm_15_0_700.0,norm,3.797895289881079,0.077818442614707,-0.008569530624510177,0.5884064621625872,3.853229076043528,0.4197305020016555,0.38640371219069053,0.22699570035755764,15
7,norm_15_0_800.0,norm,3.840170223490026,0.18930006663881965,0.125475186963347,0.7012918243725257,3.878516492809265,0.49315636630254744,0.4663940745536929,0.29405737230330287,15
8,norm_15_0_900.0,norm,3.869430699722791,-0.0019723433213243435,0.11756067953602782,0.5337855766217876,3.8527858636534846,0.5267853804666697,0.591820842590002,0.2904217664753231,15
9,norm_15_0_1000.0,norm,3.8644410871937964,-0.7466453771117725,-0.7110531961235406,0.7318712460156479,3.7773224280099185,0.4923536571064805,0.5068923319158003,0.2989543701081756,15
10,norm_15_1_100.0,norm,3.845900948928295,1.021609776826082,1.0476337700257252,0.1141583629195023,2.3690377915767855,0.5500572247566767,0.6212835481005419,0.3124455346776782,15
11,norm_15_1_200.0,norm,3.8989201100667983,0.9885972173124358,0.9818037467934464,0.16149222327619983,2.7377822617229706,0.5201735276689982,0.5062349544603071,0.3313433348209264,15
12,norm_15_1_300.0,norm,3.8567247187245806,0.9535485214103628,1.0349679819206106,0.30486667656509836,3.633267415253477,0.5800194681223348,0.6629662849679987,0.31058570303605254,15
13,norm_15_1_400.0,norm,3.844714027984595,0.9824990482837719,1.0588263452406368,0.44618061302571205,3.8263203198223357,0.46973848999074114,0.5177485816669067,0.28064890268023024,15
14,norm_15_1_500.0,norm,3.7966103763629406,0.967250742512976,0.8902527477444996,0.3490268354320365,3.4971822441845473,0.3724220932225481,0.31890449292217166,0.24259175487521056,15
15,norm_15_1_600.0,norm,3.878921704066489,1.1273284373636403,1.0582117393337587,0.3606210205229362,3.3577817733300415,0.49825555204349475,0.4379975858179097,0.31439999152610454,15
16,norm_15_1_700.0,norm,3.7807630641424934,0.9035456467393695,0.9070487253328403,0.6043095841622523,3.852709533018189,0.5527081328206136,0.5542778618512688,0.2707910406379886,15
17,norm_15_1_800.0,norm,3.831248644653649,1.1196260665519207,1.2473286821543674,0.6805155064998475,3.8686940148499307,0.5936406056218747,0.6431252772955875,0.26369926918999037,15
